p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
CCRL2	0.000101134591034865	3.49358384190747	0.035	0.003	1	10	CCRL2
F2RL1	0.000101134591034865	2.89611123655611	0.035	0.003	1	10	F2RL1
CALCR	0.000101134591034865	3.09725413786332	0.035	0.003	1	10	CALCR
LINC01151	0.000101134591034865	2.39603121945159	0.035	0.003	1	10	LINC01151
GSN-AS1	0.000101134591034865	2.95462128486617	0.035	0.003	1	10	GSN-AS1
AC005790.1	0.000101134591034865	3.17516751703415	0.035	0.003	1	10	AC005790.1
MT1F.8	0.000102658437626742	1.42669467938797	0.263	0.099	1	10	MT1F
SCYL2.2	0.000105040038975655	0.894486392911729	0.456	0.223	1	10	SCYL2
VAV3.7	0.000105922748035886	1.46699032363399	0.281	0.112	1	10	VAV3
PRKCA.7	0.000109519491667569	-1.34156277346513	0.614	0.753	1	10	PRKCA
TRAF1	0.000113610639210068	2.25550646573679	0.123	0.03	1	10	TRAF1
LAT2	0.000115057867320221	1.92135756060255	0.105	0.022	1	10	LAT2
CKLF.2	0.000115343305668967	1.00178707357715	0.544	0.307	1	10	CKLF
CSF3R.3	0.000116604919556149	1.85146267341214	0.105	0.022	1	10	CSF3R
ZNRF2.3	0.00011674006912061	1.09693963998417	0.404	0.199	1	10	ZNRF2
MSRA.1	0.000116936666538377	0.836825851499062	0.421	0.198	1	10	MSRA
CASP6.1	0.000117078922367546	1.04840329019198	0.211	0.069	1	10	CASP6
CCDC80.10	0.000120255007964682	-1.24044236095135	0.719	0.773	1	10	CCDC80
MGAT5.2	0.000120438415993071	0.999756540909787	0.439	0.223	1	10	MGAT5
OXNAD1.1	0.000123275019895373	1.34130523683934	0.316	0.123	1	10	OXNAD1
ACTB.7	0.000125331573998298	0.513267196661623	1	0.97	1	10	ACTB
LRRFIP1.3	0.000125447881316613	0.931504725355545	0.649	0.409	1	10	LRRFIP1
TES	0.000127765546278297	2.08595282140418	0.088	0.016	1	10	TES
VDR.2	0.000136391579412542	3.51765346319949	0.07	0.011	1	10	VDR
ST3GAL5.1	0.000137733321968852	1.28238095952513	0.14	0.036	1	10	ST3GAL5
AGBL2	0.000137891169900904	2.07943447461468	0.088	0.016	1	10	AGBL2
POLR1C	0.000139091734164365	1.11792041094318	0.333	0.14	1	10	POLR1C
GAS7.8	0.000140597319401538	1.24553858485501	0.263	0.102	1	10	GAS7
MICOS13.3	0.000144722601953012	0.59271440526817	0.789	0.528	1	10	MICOS13
TTF2.1	0.00014528942133713	1.72493705855062	0.193	0.063	1	10	TTF2
RPLP1.6	0.000145616119065669	0.437397168052538	1	0.991	1	10	RPLP1
AC100849.1.1	0.000147525854739328	2.68680215628349	0.07	0.011	1	10	AC100849.1
MORN3	0.000147525854739328	2.60165552791376	0.07	0.011	1	10	MORN3
PLAC9.9	0.000149070809785731	-0.807025472398305	0.737	0.813	1	10	PLAC9
GIGYF1.3	0.000150074249991164	1.15536110331121	0.351	0.153	1	10	GIGYF1
GIMAP5.1	0.000152031865883322	2.16568452278842	0.07	0.011	1	10	GIMAP5
SNAI3	0.000152031865883322	2.45864701432028	0.07	0.011	1	10	SNAI3
SLIT2.7	0.000154102327701089	-1.13314186446083	0.491	0.697	1	10	SLIT2
PRPF38B	0.000155562789795232	0.700786096772728	0.667	0.4	1	10	PRPF38B
METRNL.1	0.000155978491155211	1.43683455926098	0.14	0.037	1	10	METRNL
TXNIP.9	0.000156703423912956	0.549687713724972	0.947	0.873	1	10	TXNIP
ITGA6.1	0.000157137588922989	2.51323232075282	0.088	0.017	1	10	ITGA6
C12orf74	0.000160501094522278	3.31588930452762	0.053	0.007	1	10	C12orf74
PISD	0.000162401794384727	0.854252483868081	0.211	0.069	1	10	PISD
AC013652.1	0.000162581887412621	1.35053853736982	0.14	0.038	1	10	AC013652.1
PPP1R2.2	0.00016420734848024	0.877626357354216	0.684	0.444	1	10	PPP1R2
TMEM150B	0.000165449042789927	3.15615634662057	0.053	0.007	1	10	TMEM150B
ZBP1	0.000165449042789927	3.04460677408203	0.053	0.007	1	10	ZBP1
PLEKHH1	0.000166708263321386	3.80693359041935	0.053	0.007	1	10	PLEKHH1
BNIPL	0.000166824932401145	1.67020695206175	0.105	0.023	1	10	BNIPL
TP63	0.000167976495804985	2.87941463837751	0.053	0.007	1	10	TP63
RYR1.1	0.000168340486552665	1.8956171262611	0.07	0.011	1	10	RYR1
WDR37.3	0.000171677487639536	0.869856934517908	0.368	0.164	1	10	WDR37
AL450992.2	0.00017314074898923	3.02530783779404	0.053	0.007	1	10	AL450992.2
PDGFB.2	0.000176133170592307	1.66218217368246	0.123	0.03	1	10	PDGFB
P2RX1.1	0.000179534189129748	2.77618938249168	0.088	0.017	1	10	P2RX1
ARHGAP24.1	0.000181143678501792	1.72284392078627	0.246	0.098	1	10	ARHGAP24
AC008105.3.4	0.000184019447405285	1.45194429228843	0.158	0.046	1	10	AC008105.3
RPL37A.5	0.000186582299791195	0.356507250555691	1	0.975	1	10	RPL37A
AKAP12.7	0.000189409664468124	-0.70661919790167	0.719	0.819	1	10	AKAP12
SPEN.3	0.00019065515265088	0.87796262489207	0.614	0.346	1	10	SPEN
KRT15	0.000196397458996048	3.50018005275465	0.088	0.018	1	10	KRT15
THOC3	0.00019850791503673	1.12829037728138	0.246	0.092	1	10	THOC3
PLPP1.6	0.000198607125273354	-0.815668653742596	0.596	0.782	1	10	PLPP1
DUT.5	0.000198961139190045	-0.840481562582828	0.561	0.694	1	10	DUT
ARF6.2	0.000201531034204141	0.96868070364587	0.474	0.243	1	10	ARF6
RPL31.3	0.00020720302818674	0.45033957659467	0.947	0.902	1	10	RPL31
ABHD15-AS1	0.000211016968267	1.96418657942684	0.158	0.047	1	10	ABHD15-AS1
ADK.2	0.00021450284910823	0.786945695714769	0.526	0.294	1	10	ADK
P2RX7.1	0.000215438828457197	1.89505103940964	0.158	0.046	1	10	P2RX7
TRABD2A	0.000217157600267424	3.43708356962252	0.07	0.012	1	10	TRABD2A
MROH1.1	0.000220241784122783	1.78622426364077	0.158	0.047	1	10	MROH1
FBXO25.2	0.000220794873985859	1.187817177197	0.368	0.179	1	10	FBXO25
TMEM238	0.000224968516645526	1.15869815301477	0.14	0.038	1	10	TMEM238
RPS24.6	0.000228583637779277	0.353472030428398	1	0.976	1	10	RPS24
IPO4	0.000228939767878887	3.0745625080656	0.088	0.018	1	10	IPO4
RPLP0.6	0.000229994051214451	0.489066832133852	0.965	0.927	1	10	RPLP0
C1orf56.2	0.000230980248068563	1.24178695948761	0.316	0.139	1	10	C1orf56
RCSD1.8	0.000234781646200799	1.23486378635347	0.298	0.124	1	10	RCSD1
ZBTB48	0.000238644454486374	0.642462005184115	0.246	0.088	1	10	ZBTB48
RENBP	0.000240766128178475	2.70566961140616	0.07	0.012	1	10	RENBP
AC010883.3	0.000241249483190015	2.25800929110366	0.088	0.018	1	10	AC010883.3
KRT19.1	0.000241609839357044	2.53289445755002	0.105	0.024	1	10	KRT19
GNG7.2	0.000244536381269952	1.55054731831297	0.281	0.118	1	10	GNG7
MOB3A.3	0.000246927048186539	1.12856673993424	0.263	0.102	1	10	MOB3A
HLA-F.5	0.000251123757035568	0.872747745250717	0.684	0.456	1	10	HLA-F
DOK3	0.00025490174187411	2.3691436676881	0.07	0.012	1	10	DOK3
OSBPL3.3	0.000260693477388243	3.1482856638181	0.105	0.025	1	10	OSBPL3
AP001266.2.1	0.000260770957153881	2.27100506649573	0.07	0.012	1	10	AP001266.2
MIR200CHG.1	0.000260770957153881	2.36297295890869	0.07	0.012	1	10	MIR200CHG
HMGA1.4	0.000263531942299955	1.91483006750281	0.14	0.04	1	10	HMGA1
CD72.3	0.000265086064746497	2.05373883331623	0.14	0.04	1	10	CD72
KIF21A.1	0.000265659474090474	1.1833151553441	0.123	0.031	1	10	KIF21A
CENPK.1	0.000266492570057662	2.14407516282406	0.088	0.018	1	10	CENPK
CIB1.6	0.000274468825700198	0.63734499482328	0.772	0.529	1	10	CIB1
AC012368.1.1	0.000274762404476794	2.57310767126545	0.105	0.025	1	10	AC012368.1
ADARB1.3	0.000279953675350633	1.45645593891842	0.193	0.066	1	10	ADARB1
STRBP.1	0.000280287408242555	1.47637238703915	0.175	0.057	1	10	STRBP
NPIPB4	0.000283338454713322	1.77743683973582	0.088	0.018	1	10	NPIPB4
RALB.4	0.000284016391539477	0.778402405340409	0.351	0.156	1	10	RALB
PROSER1	0.000285168190774969	1.58116240337324	0.14	0.039	1	10	PROSER1
SNRPC.1	0.000286217292876373	0.887962775255584	0.579	0.347	1	10	SNRPC
SBNO2.3	0.000289318536045351	0.853990056411924	0.281	0.113	1	10	SBNO2
UBE2R2-AS1	0.000290234883104101	1.8672654491813	0.123	0.032	1	10	UBE2R2-AS1
RPL35.7	0.000291235808262723	0.390909427962191	1	0.962	1	10	RPL35
SERAC1	0.000292817585721494	1.545741380074	0.088	0.018	1	10	SERAC1
NLRP1.1	0.000298579457814639	0.666197971867901	0.333	0.142	1	10	NLRP1
FBP1	0.000299769389587582	1.69717259040952	0.088	0.018	1	10	FBP1
LRRC45	0.00030506074992353	2.690530055868	0.105	0.025	1	10	LRRC45
PTPN6.5	0.000308587451640455	0.869079592795625	0.333	0.144	1	10	PTPN6
RPL36A.5	0.000310349699020565	0.537789720107366	0.982	0.947	1	10	RPL36A
AC068282.1.2	0.000310667188960679	1.57097727765068	0.228	0.086	1	10	AC068282.1
LPIN2.5	0.00031269526850744	0.830014603162669	0.544	0.292	1	10	LPIN2
RPL10.5	0.000316556476329648	0.361488672697888	0.982	0.981	1	10	RPL10
STRADB.2	0.000318996301315393	0.941953932702935	0.246	0.092	1	10	STRADB
NCK2.8	0.000319078166718326	0.673812646611222	0.649	0.383	1	10	NCK2
RIN3.2	0.00031919652056959	0.90423593355805	0.193	0.065	1	10	RIN3
UBL7-AS1	0.000326910197392505	1.30564046083682	0.158	0.047	1	10	UBL7-AS1
INPP5K	0.000328139874392338	1.28388079342272	0.263	0.109	1	10	INPP5K
ZNF473.3	0.000335636328315553	1.58676730836114	0.14	0.04	1	10	ZNF473
TFPT	0.000335808932642063	1.26878025900055	0.193	0.065	1	10	TFPT
AL163541.1	0.00033815047180252	2.70048799270712	0.088	0.018	1	10	AL163541.1
BLNK	0.000339249439366532	2.85601375405614	0.053	0.007	1	10	BLNK
SPINT1-AS1	0.00033981684224768	2.01696332849265	0.105	0.025	1	10	SPINT1-AS1
AP002840.2	0.000341629683242057	3.39531090640311	0.053	0.007	1	10	AP002840.2
ADGRG1.1	0.000341629683242057	3.25172403602625	0.053	0.007	1	10	ADGRG1
C15orf48	0.000344025543601523	2.67969243831634	0.053	0.007	1	10	C15orf48
SERPINB8.2	0.000346064467943158	1.38919264738743	0.123	0.032	1	10	SERPINB8
MNDA	0.000346437114862785	2.66798207148729	0.053	0.007	1	10	MNDA
LINC01876	0.000346437114862785	2.91554596107419	0.053	0.007	1	10	LINC01876
TRIM3	0.000353157193326005	1.05589666267355	0.158	0.047	1	10	TRIM3
AP001885.2	0.000353767045961108	2.72935670612008	0.053	0.007	1	10	AP001885.2
IL19	0.00035624241532535	3.39638904669084	0.053	0.007	1	10	IL19
AL121972.1	0.00035624241532535	2.7170193488728	0.053	0.007	1	10	AL121972.1
TFAP2C	0.000358733975439843	2.59587623452378	0.053	0.007	1	10	TFAP2C
BASP1.4	0.000359826836357942	1.02327113388778	0.333	0.149	1	10	BASP1
GMIP	0.000361241823843162	2.71124499334311	0.053	0.007	1	10	GMIP
ACSM5.1	0.000368864082116932	2.30647145856328	0.053	0.007	1	10	ACSM5
ME2.4	0.000369217799984492	0.747390904840275	0.474	0.244	1	10	ME2
LIMD2.1	0.000371568648305142	1.41477309662482	0.211	0.077	1	10	LIMD2
TRMT2B.1	0.000372986656254329	1.35899444355239	0.14	0.04	1	10	TRMT2B
CD55.4	0.000375401126101103	1.21801715397928	0.351	0.17	1	10	CD55
IRF6	0.000376636497415066	2.15941921816609	0.053	0.007	1	10	IRF6
AC010883.1	0.000376636497415066	2.03730759103189	0.053	0.007	1	10	AC010883.1
GHET1	0.000376697273546039	2.36485838514445	0.07	0.013	1	10	GHET1
ARRDC1	0.000378005901412577	1.07904671985583	0.158	0.047	1	10	ARRDC1
UPK3A.1	0.000379261139642335	2.06406910754867	0.053	0.007	1	10	UPK3A
RPS23.8	0.000380093432676256	0.36560993745219	0.982	0.984	1	10	RPS23
FOXA1	0.000380775371057341	1.89744757536919	0.088	0.018	1	10	FOXA1
VMO1	0.000380775371057341	2.15351741764412	0.088	0.018	1	10	VMO1
DUSP6.1	0.000382598675455752	0.878229189084649	0.175	0.055	1	10	DUSP6
LINC00526	0.000384278896226701	1.77776808616239	0.105	0.025	1	10	LINC00526
MYO5C.1	0.000387238003454208	2.05436957565915	0.053	0.007	1	10	MYO5C
SSH2.3	0.000387875173404502	1.17158807598705	0.509	0.29	1	10	SSH2
LINC01393.1	0.000388490310146485	4.17361369688484	0.035	0.003	1	10	LINC01393
PLPP2.1	0.000388490310146485	4.58416294299114	0.035	0.003	1	10	PLPP2
WIF1	0.000392307730950029	4.18048964823868	0.035	0.003	1	10	WIF1
PPP1CA.1	0.000393304943474764	0.848226622698357	0.439	0.211	1	10	PPP1CA
AL031985.4	0.000396160180051395	3.62973198573351	0.035	0.003	1	10	AL031985.4
HIST1H2BI	0.000396160180051395	3.65892375224169	0.035	0.003	1	10	HIST1H2BI
PRF1	0.000396160180051395	3.95853275197508	0.035	0.003	1	10	PRF1
CAPG.6	0.000397576754617406	1.13030316450814	0.246	0.098	1	10	CAPG
FNDC10	0.000400047953059363	4.42663341864437	0.035	0.003	1	10	FNDC10
GRPEL2-AS1	0.000400047953059363	3.68417779180657	0.035	0.003	1	10	GRPEL2-AS1
MACORIS	0.000403971347822093	3.5031824180953	0.035	0.003	1	10	MACORIS
GRIN3B	0.000403971347822093	3.74457028079412	0.035	0.003	1	10	GRIN3B
ATP2A3.1	0.000404208514501324	2.22747010599604	0.07	0.013	1	10	ATP2A3
AC022101.1.1	0.000407930664441691	3.48232149233654	0.035	0.003	1	10	AC022101.1
C12orf56	0.000407930664441691	3.57635251632172	0.035	0.003	1	10	C12orf56
MAP4K1	0.000407930664441691	3.03295039360991	0.035	0.003	1	10	MAP4K1
AL035661.1.1	0.000407930664441691	3.54512686442391	0.035	0.003	1	10	AL035661.1
AL355999.1	0.00040860398195937	2.23351941071994	0.07	0.013	1	10	AL355999.1
AP003680.1	0.000411926205288853	3.43837979701573	0.035	0.003	1	10	AP003680.1
NCK1-DT	0.000413655117278035	1.6125475299015	0.14	0.041	1	10	NCK1-DT
HIST1H2AL	0.000415958275017578	3.47021032208023	0.035	0.003	1	10	HIST1H2AL
SLIT1	0.000415958275017578	2.30347700028038	0.035	0.003	1	10	SLIT1
AC092142.1	0.000415958275017578	2.82203779884953	0.035	0.003	1	10	AC092142.1
TNFRSF11A	0.000415958275017578	3.24333874413562	0.035	0.003	1	10	TNFRSF11A
CPLX1	0.000420027180579954	3.02776414526847	0.035	0.003	1	10	CPLX1
AL137186.1.1	0.000420027180579954	3.1027817464116	0.035	0.003	1	10	AL137186.1
OIT3.1	0.000420027180579954	3.15150484055952	0.035	0.003	1	10	OIT3
NOD2	0.000420027180579954	3.41989269051522	0.035	0.003	1	10	NOD2
EXOC6	0.000423256657219706	1.09907890211909	0.246	0.096	1	10	EXOC6
AP000253.1	0.000424133231241024	2.89969732750693	0.035	0.003	1	10	AP000253.1
CD93.1	0.000430319128025584	1.57329927839118	0.088	0.018	1	10	CD93
DDX39A.3	0.000433147885333785	1.35144178526397	0.316	0.148	1	10	DDX39A
ATP8B4.1	0.000444305426990638	0.691278796200795	0.175	0.056	1	10	ATP8B4
ISL1.6	0.00044448252502424	-1.1014210203274	0.509	0.614	1	10	ISL1
AL589990.1	0.00044696058342878	4.74336294118589	0.018	0.001	1	10	AL589990.1
AL450352.1	0.00044696058342878	5.4570306075573	0.018	0.001	1	10	AL450352.1
LINC02774.1	0.00044696058342878	4.87214886510181	0.018	0.001	1	10	LINC02774
LIMS3	0.00044696058342878	6.262763636468	0.018	0.001	1	10	LIMS3
AC012363.2.1	0.00044696058342878	5.19341274580566	0.018	0.001	1	10	AC012363.2
CCR5	0.00044696058342878	4.90621201991331	0.018	0.001	1	10	CCR5
TNK2-AS1	0.00044696058342878	4.75458177095065	0.018	0.001	1	10	TNK2-AS1
LINC00885	0.00044696058342878	4.94002115300758	0.018	0.001	1	10	LINC00885
DTHD1	0.00044696058342878	4.9474277878276	0.018	0.001	1	10	DTHD1
AC096734.2.1	0.00044696058342878	5.41763225287852	0.018	0.001	1	10	AC096734.2
EREG	0.00044696058342878	5.51716572648425	0.018	0.001	1	10	EREG
LVRN.1	0.00044696058342878	4.75885433487443	0.018	0.001	1	10	LVRN
SMIM33.1	0.00044696058342878	5.11652373390727	0.018	0.001	1	10	SMIM33
AC009185.1	0.00044696058342878	4.74878673075627	0.018	0.001	1	10	AC009185.1
FOXCUT	0.00044696058342878	4.77602523501837	0.018	0.001	1	10	FOXCUT
DCDC2	0.00044696058342878	4.94671021061996	0.018	0.001	1	10	DCDC2
NCR3	0.00044696058342878	5.2103273114909	0.018	0.001	1	10	NCR3
GABRR1	0.00044696058342878	4.84016632039701	0.018	0.001	1	10	GABRR1
ARMC2-AS1	0.00044696058342878	4.84180010729622	0.018	0.001	1	10	ARMC2-AS1
VNN2.1	0.00044696058342878	4.99382760270662	0.018	0.001	1	10	VNN2
AIRN	0.00044696058342878	5.07251444550549	0.018	0.001	1	10	AIRN
UPK3BL2	0.00044696058342878	5.20918824213482	0.018	0.001	1	10	UPK3BL2
MIR31HG.1	0.00044696058342878	5.35471026947168	0.018	0.001	1	10	MIR31HG
AL512770.1	0.00044696058342878	4.90608547924145	0.018	0.001	1	10	AL512770.1
CERNA2	0.00044696058342878	4.85307295348681	0.018	0.001	1	10	CERNA2
CTSW	0.00044696058342878	4.97992413379825	0.018	0.001	1	10	CTSW
AP001267.4	0.00044696058342878	5.66582015572074	0.018	0.001	1	10	AP001267.4
LINC02416.1	0.00044696058342878	5.43858054005999	0.018	0.001	1	10	LINC02416
GTSF1	0.00044696058342878	5.80620426675371	0.018	0.001	1	10	GTSF1
TRDC	0.00044696058342878	6.24596878877127	0.018	0.001	1	10	TRDC
GZMB.1	0.00044696058342878	5.22632490823018	0.018	0.001	1	10	GZMB
HDC	0.00044696058342878	4.99174912691197	0.018	0.001	1	10	HDC
FOXB1	0.00044696058342878	4.9643519066198	0.018	0.001	1	10	FOXB1
LINC02207	0.00044696058342878	5.18691223751165	0.018	0.001	1	10	LINC02207
AC022167.3	0.00044696058342878	5.76975166455164	0.018	0.001	1	10	AC022167.3
C16orf54	0.00044696058342878	5.29258868582688	0.018	0.001	1	10	C16orf54
SLX1A.1	0.00044696058342878	5.04277252176077	0.018	0.001	1	10	SLX1A
CCL22	0.00044696058342878	4.78734187707789	0.018	0.001	1	10	CCL22
LINC02139.1	0.00044696058342878	4.87362296206836	0.018	0.001	1	10	LINC02139
FUT6.1	0.00044696058342878	4.75885433487443	0.018	0.001	1	10	FUT6
CD209.1	0.00044696058342878	5.47071204542572	0.018	0.001	1	10	CD209
AC008764.7	0.00044696058342878	5.03250101641429	0.018	0.001	1	10	AC008764.7
RASGRP4.1	0.00044696058342878	4.77139193918728	0.018	0.001	1	10	RASGRP4
LILRA6	0.00044696058342878	4.74349295826531	0.018	0.001	1	10	LILRA6
LILRA2	0.00044696058342878	4.82832317354677	0.018	0.001	1	10	LILRA2
SIRPB2	0.00044696058342878	5.14957409117579	0.018	0.001	1	10	SIRPB2
LBP	0.00044696058342878	4.75944287620537	0.018	0.001	1	10	LBP
AL109955.1	0.00044696058342878	5.04535039839655	0.018	0.001	1	10	AL109955.1
C20orf197	0.00044696058342878	5.52662768192911	0.018	0.001	1	10	C20orf197
CSF2RB.1	0.00044696058342878	4.88519981354775	0.018	0.001	1	10	CSF2RB
TNFRSF13C	0.00044696058342878	5.11547535522092	0.018	0.001	1	10	TNFRSF13C
AL033543.1	0.00044696058342878	5.90727638011367	0.018	0.001	1	10	AL033543.1
CXorf21	0.00044696058342878	4.81463299464028	0.018	0.001	1	10	CXorf21
AC002072.1	0.00044696058342878	4.75268645819097	0.018	0.001	1	10	AC002072.1
AL645608.1	0.000455120101987866	4.67830544334603	0.018	0.001	1	10	AL645608.1
PADI4	0.000455120101987866	3.96448923218946	0.018	0.001	1	10	PADI4
CDC42-IT1	0.000455120101987866	4.01469440452035	0.018	0.001	1	10	CDC42-IT1
AL050344.1	0.000455120101987866	4.41627271410861	0.018	0.001	1	10	AL050344.1
AL590640.1	0.000455120101987866	4.71756970914168	0.018	0.001	1	10	AL590640.1
SMPDL3B	0.000455120101987866	4.54345044548069	0.018	0.001	1	10	SMPDL3B
EPHA10	0.000455120101987866	4.24400048049251	0.018	0.001	1	10	EPHA10
AL359853.1	0.000455120101987866	3.92943066646933	0.018	0.001	1	10	AL359853.1
AL354953.1	0.000455120101987866	4.44886453742074	0.018	0.001	1	10	AL354953.1
AL138927.1	0.000455120101987866	4.2990352060716	0.018	0.001	1	10	AL138927.1
ITPKB-IT1	0.000455120101987866	4.45509169904111	0.018	0.001	1	10	ITPKB-IT1
AL670729.3	0.000455120101987866	4.59817290730836	0.018	0.001	1	10	AL670729.3
AC092617.1	0.000455120101987866	4.2395521472044	0.018	0.001	1	10	AC092617.1
AC104781.2	0.000455120101987866	4.11052607651979	0.018	0.001	1	10	AC104781.2
AC007381.1	0.000455120101987866	4.3995483918704	0.018	0.001	1	10	AC007381.1
CNNM3-DT	0.000455120101987866	4.27287246854569	0.018	0.001	1	10	CNNM3-DT
IL18RAP	0.000455120101987866	4.17079643255877	0.018	0.001	1	10	IL18RAP
LINC01123.1	0.000455120101987866	3.39935240664057	0.018	0.001	1	10	LINC01123
AC079753.2.1	0.000455120101987866	4.5331537515313	0.018	0.001	1	10	AC079753.2
PROC	0.000455120101987866	4.05405875455044	0.018	0.001	1	10	PROC
AC108066.2	0.000455120101987866	4.18268791061913	0.018	0.001	1	10	AC108066.2
AC093802.1	0.000455120101987866	3.67787216927505	0.018	0.001	1	10	AC093802.1
BSN-DT	0.000455120101987866	4.53664562630352	0.018	0.001	1	10	BSN-DT
SLC38A3	0.000455120101987866	3.90647675173939	0.018	0.001	1	10	SLC38A3
AC012557.2	0.000455120101987866	4.22055385793312	0.018	0.001	1	10	AC012557.2
FOXP1-AS1	0.000455120101987866	4.13977373403449	0.018	0.001	1	10	FOXP1-AS1
LINC01215	0.000455120101987866	4.45723130997437	0.018	0.001	1	10	LINC01215
BFSP2-AS1	0.000455120101987866	4.68278060290185	0.018	0.001	1	10	BFSP2-AS1
GPR87	0.000455120101987866	4.70997744553301	0.018	0.001	1	10	GPR87
MME-AS1	0.000455120101987866	4.01190305294204	0.018	0.001	1	10	MME-AS1
IL12A.1	0.000455120101987866	4.36267481773198	0.018	0.001	1	10	IL12A
SOX2	0.000455120101987866	4.15946331997924	0.018	0.001	1	10	SOX2
AC006445.3	0.000455120101987866	4.29788224525917	0.018	0.001	1	10	AC006445.3
AC110792.2.1	0.000455120101987866	4.64182276528199	0.018	0.001	1	10	AC110792.2
CFAP299	0.000455120101987866	4.36127482169271	0.018	0.001	1	10	CFAP299
TET2-AS1	0.000455120101987866	4.39815780208488	0.018	0.001	1	10	TET2-AS1
AC104819.3	0.000455120101987866	4.39504352770405	0.018	0.001	1	10	AC104819.3
IRX4	0.000455120101987866	3.61835939368371	0.018	0.001	1	10	IRX4
AC016583.2	0.000455120101987866	4.70676202481788	0.018	0.001	1	10	AC016583.2
AC011362.1	0.000455120101987866	4.61666430660473	0.018	0.001	1	10	AC011362.1
SH3TC2	0.000455120101987866	4.63037287798776	0.018	0.001	1	10	SH3TC2
SLC36A2	0.000455120101987866	4.70415800965929	0.018	0.001	1	10	SLC36A2
E2F3-IT1	0.000455120101987866	4.29666463116879	0.018	0.001	1	10	E2F3-IT1
TREM2.1	0.000455120101987866	4.33779316401641	0.018	0.001	1	10	TREM2
MLIP-AS1	0.000455120101987866	1.98761916173014	0.018	0.001	1	10	MLIP-AS1
AL031056.1	0.000455120101987866	3.70383134375397	0.018	0.001	1	10	AL031056.1
LINC02840	0.000455120101987866	4.46797581548633	0.018	0.001	1	10	LINC02840
AC006329.1	0.000455120101987866	4.33266199408864	0.018	0.001	1	10	AC006329.1
AC005072.1.1	0.000455120101987866	4.38153157407551	0.018	0.001	1	10	AC005072.1
PRSS55.1	0.000455120101987866	4.4803176753649	0.018	0.001	1	10	PRSS55
AC100861.2	0.000455120101987866	4.32110802258113	0.018	0.001	1	10	AC100861.2
AC090186.1	0.000455120101987866	4.39564631472681	0.018	0.001	1	10	AC090186.1
AC079209.1.1	0.000455120101987866	4.61054013780147	0.018	0.001	1	10	AC079209.1
WDR97	0.000455120101987866	4.10135505716471	0.018	0.001	1	10	WDR97
AL391834.1.1	0.000455120101987866	4.34292791682383	0.018	0.001	1	10	AL391834.1
AL356489.2	0.000455120101987866	4.29949609883106	0.018	0.001	1	10	AL356489.2
AL845472.1	0.000455120101987866	3.33437863504952	0.018	0.001	1	10	AL845472.1
ANKRD20A3	0.000455120101987866	3.0954984594268	0.018	0.001	1	10	ANKRD20A3
LINC01506.1	0.000455120101987866	4.71256192287359	0.018	0.001	1	10	LINC01506
AL355601.1	0.000455120101987866	4.41388754138905	0.018	0.001	1	10	AL355601.1
AL807752.5	0.000455120101987866	4.136146223207	0.018	0.001	1	10	AL807752.5
AL157395.1	0.000455120101987866	3.70297285132569	0.018	0.001	1	10	AL157395.1
AL358780.1	0.000455120101987866	4.18716014585949	0.018	0.001	1	10	AL358780.1
AC021028.1	0.000455120101987866	4.60212724545618	0.018	0.001	1	10	AC021028.1
C11orf21	0.000455120101987866	4.40287598795994	0.018	0.001	1	10	C11orf21
AC127526.1	0.000455120101987866	4.26871887059596	0.018	0.001	1	10	AC127526.1
